TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT,NYQUIST_GROUP,NYQUIST_PROPOSED_RATE
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Disable_OAB3_PULL_UP_1,,fixture.sendcmd,10000,oab3 io set(PULL_UP*0),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,aid_fw_control_start,,fixture.sendcmd,10000,aid fw control(start),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,aid_fw_control_WAITFORID,,fixture.sendcmd,10000,aid fw control(WAITFORID),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,TX_EN_1,,fixture.sendcmd,10000,oab3 io set(TX_EN*1),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_OAB3_PULL_UP,,fixture.sendcmd,10000,oab3 io set(PULL_UP*1),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Bellatrix_HWReset_1,,orion.bellatrix_hwreset,15000,,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Bellatrix_HWReset_2,,orion.bellatrix_hwreset,15000,,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,USB_POWER_ON_1,,relay.relay,10000,VBUS_OUTPUT_CTL,ON,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,VBUS_ORION_USB,,relay.relay,10000,PPVBUS_USB_PWR,TO_PPVBUS_ORION,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,VBUS_SET_9V,,powerboard.setusbvolt,10000,9,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Check_Status,,orion.diags_parse,10000,i2c -d 2 0x13 0x1A 1,,,6,6,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ACE_SRD_1,ACE to control ACE_TO_BELLATRIX_ACC_PWR_EN_L to low,orion.diags,10000,"ace --pick usbc --4cc SRYR --txdata ""0x00"" --rxdata 0",NOPDCA,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_2000MS_1,delay 2000ms,delay.delay,10000,2000,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_current_limit_3000mA9V,setting 9V 3000mA current charge,dut.diags,10000,charge --setma 3000 --force --setmv 9000,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_1,delay 100ms,delay.delay,10000,100,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_HV_Charge,enable potomac HV charge mode,dut.diags,10000,i2c -z 2 -v 0x07 0x75 0x1932 0x30,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_2,delay 100ms,delay.delay,10000,100,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,PPVBUS_ORION_Debug,measure PPVBUS_ORION_CONN voltage,orion.dmm,10000,PPVBUS_ORION_CONN,,mV,8500,9500,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,PPVBUS_PROT_Debug,measure PPVBUS_PROT voltage,orion.dmm,10000,PPVBUS_PROT,,mV,8400,9000,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,BATT_SNS,measure_BATT_SNS_voltage_TP9382,dmm.dmm,10000,BATT_SNS,,mV,3650,3950,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ELOAD_INPUT1_TO_PPVCC_MAIN,PPVCC_MAIN connected to CC_load,relay.relay,10000,ELOAD_INPUT1_TO,PPVCC_MAIN,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enable_Eload1_After_Connect,enable eload1,fixture.sendcmd,10000,eload enable(1),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_Eload1_50mA,cc load set to 50mA,powerboard.seteccload,10000,eload set(1*cc*50),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_4,delay 100ms,delay.delay,10000,100,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Set_Eload1_200mA,cc load set to 200mA,powerboard.seteccload,10000,eload set(1*cc*200),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_5,delay 100ms,delay.delay,10000,100,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,1000mA_ELOAD_SET,cc load set to 1000mA,powerboard.seteccload,10000,eload set(1*cc*1000),,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Delay_100MS_6,delay 100ms,delay.delay,10000,100,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ORION_Current_Debug,measure PPVBUS_ORION_CONN current,orion.dmm,10000,USB_CURRENT_BIG,,mA,2800,3200,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,POTOMAC_ADC_READ,,dut.diags,10000,pmuadc --sel potomac --read all,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Orion_LowSpeed_Comm,,orion.diags_parse,10000,i2c -d 2 0x13 0x74 8,,,0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,0x75  0x1A  0x2B  0x3C  0x4D  0x5E  0x6F  0xF4,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Enter_HsAID_mode,,orion.diags,10000,i2c -v 2 0x13 0x00 0x84,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Width measure control(0),,fixture.sendcmd,10000,width measure control(0),ACK,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(SWITCH2HS),,fixture.sendcmd,10000,aid fw control(SWITCH2HS),ACK,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_100MS_7,,delay.delay,10000,100,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(WAITFORID),,fixture.sendcmd,10000,aid fw control(WAITFORID),ACK,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Uartpassthrough,,orion.highspeed,10000,uartpassthrough --uart 3 --baud 1000000 --type 2wire --host 0,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS_1,,delay.delay,10000,1000,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Xavier_UART_SET_1M,,fixture.sendcmd,10000,uart config(UUT*1000000*8*1*none*OFF),ACK,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS_2,,delay.delay,10000,1000,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Send_ABCD,,orion.highspeed,60000,ABCD,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,ABCD,,orion.highspeed_parse,10000,Test PASSed,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_500MS_3,,delay.delay,10000,500,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,AID_FW_Control(stop),,fixture.sendcmd,10000,aid fw control(stop),ACK,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_1000MS,,delay.delay,10000,1000,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,UUT_UART_SET_115200,,orion.sendcmd,60000,baud --set 115200,,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,DELAY_500MS_4,,delay.delay,10000,500,,ms,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
Orion,ConsumerModeHSAIDcomms_PPVBUS_ORION_9V3A,Xavier_UART_SET_115200,,fixture.sendcmd,10000,uart config(UUT*115200*8*1*none*OFF),ACK,,,,,,,Orion_Consumer_Mode_HSAID_COMMS,100
PMU,FrequencyCheck,DELAY_500MS_1,,delay.delay,10000,500,,ms,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,5V0_To_VDM_EXT,Change_VDM_PDO1_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_HVE),ACK,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Set_Eload1_0mA,cc load set to 0mA,fixture.sendcmd,10000,eload set(1*cc*0),,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Eload1_Disable,disable eload,fixture.sendcmd,10000,eload disable(1),,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,ELOAD_INPUT1_DISCONNECT_PPVCC_MAIN,PPVCC_MAIN disconnected to CC_load,relay.relay,10000,ELOAD_INPUT1_TO,DISCONNECT,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,VBUS_ORION_DISCONNECT_ORION,,relay.relay,10000,PPVBUS_ORION_CONN,DISCONNECT,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Set_VBUS_5V,set fixture power board VBUS output 5V,powerboard.setusbvolt,10000,5,,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,VDM_TO_Source,VDM_TO_Source,fixture.sendcmd,10000,change low hearder(region0),ACK,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Change_VDM_PDO_TO_4,Change_VDM_PDO_Count_TO_4,fixture.sendcmd,10000,change source pdo count(4),ACK,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,5V_To_VDM_EXT,Change_VDM_PDO1_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(1*5000*3500*PP_HVE),ACK,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,5V_To_VDM_EXT_2,Change_VDM_PDO2_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(2*5000*3500*PP_HVE),ACK,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,5V_To_VDM_EXT_3,Change_VDM_PDO3_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(3*5000*3500*PP_HVE),ACK,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,5V_To_VDM_EXT_4,Change_VDM_PDO4_TO_PP_HEV,fixture.sendcmd,10000,change tx source voltage(4*5000*3500*PP_HVE),ACK,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Disable_USB_cable,Disable_USB_communication_capability,fixture.sendcmd,10000,tps write register by addr(0x32*PDO1: Max Voltage*0x02),,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,PPVBUS_USB_PWR_TO_VDM,,relay.relay,10000,PPVBUS_USB_PWR,TO_PP_EXT,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,VBUS_CONNECT_DUT,,relay.relay,10000,VDM_VBUS_TO_PPVBUS_USB_EMI,CONNECT,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,CC_CONNECT_1,,relay.relay,10000,VDM_CC1,TO_ACE_CC1,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,DELAY_1000MS_3,,delay.delay,10000,1000,,ms,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,ACE_Reset,,orion.diags,10000,"ace --pick usbc --4cc SRDY --txdata ""0x00"" --rxdata 0",,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,PD_State_Check,PD_State_Check,orion.diags,10000,charge --brickid,,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,DELAY_200MS_3,,delay.delay,10000,200,,ms,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Set_current_limit_100mA5V,setting 5V 100mA current charge,dut.diags,10000,charge --setma 100 --setmv 5000,,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Set_Vbat_To_4.3V_output,Setting battery voltage to 4.3V,powerboard.setbattvolt,10000,4.3,,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Change_Frq_Low,Test low frequence,fixture.sendcmd,10000,"frequency measure config(low)",,,,,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,CLK_PMU_TO_WLAN_32K,CLK_PMU_TO_WLAN_32K frequence,clocktest.frequence,10000,CLK_PMU_TO_WLAN_32K,550,Hz,32766.2,32771.2,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,CLK_PMU_TO_AOP_32K,CLK_PMU_TO_AOP_32K frequence,clocktest.frequence,10000,CLK_PMU_TO_AOP_32K,550,Hz,32766.2,32771.2,,,,PMU_FrequencyCheck,100
PMU,FrequencyCheck,Change_Frq_High,Test high frequence,fixture.sendcmd,10000,"frequency measure config(high)",,,,,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,CAM_Enter,Send cmd to dut,dut.diags,10000,camisp --find,,,,,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,DELAY_100MS_12M_1,,delay.delay,10000,100,,ms,,,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,CLK_SOC_SENSOR1_12MHZ,CLK_SOC_Rear_Camera_12MHZ frequence,clocktest.frequence_high,10000,CLK_SOC_SENSOR1_12MHZ,300,Hz,11990000,12010000,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,DELAY_100MS_12M_2,,delay.delay,10000,100,,ms,,,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,CLK_SOC_SENSOR0_12MHZ,CLK_SOC_Front_Camera_12MHZ frequence,clocktest.frequence_high,10000,CLK_SOC_SENSOR0_12MHZ,300,Hz,11990000,12010000,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,CAM_EXIT,,dut.diags,10000,camisp --exit,,,,,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,memrw_enable_24M,,dut.diags,10000,memrw --32 0x23c1002b4 0x4720A2;memrw --32 0x23b040800 0x80010015,,,,,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,DELAY_100MS_24M,,delay.delay,10000,100,,ms,,,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,TST_CLKOUT_24M,TST_CLKOUT frequence,clocktest.frequence_high,10000,TST_CLKOUT,80,Hz,23900000,24100000,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,memrw_disable_24M,,dut.diags,10000,memrw --32 0x23c1002b4 0x0007008E;memrw --32 0x23b040800 0x00000000,,,,,,,,PMU_FrequencyCheck,100
SOC,FrequencyCheck,memrw_enable_1M,,dut.diags,10000,memrw --32 0x23b700c00 0x1F0F20FF;memrw --32 0x23b040800 0x80010044;memrw --32 0x23b04081c 0x0;memrw --32 0x23c1002b4 0xc72e20;memrw --32 0x24144c000 0x80000000,,,,,{{production_mode}},dev_fuse_mode,,SOC_FrequencyCheck,5
SOC,FrequencyCheck,DELAY_100MS_1M,,delay.delay,10000,100,,ms,,,{{production_mode}},dev_fuse_mode,,SOC_FrequencyCheck,5
SOC,FrequencyCheck,TST_CLKOUT_1M,TST_CLKOUT frequence,clocktest.frequence_high,10000,TST_CLKOUT,300,Hz,960000,1040000,{{production_mode}},dev_fuse_mode,,SOC_FrequencyCheck,5
SOC,FrequencyCheck,memrw_disable_1M,,dut.diags,10000,memrw --32 0x23b700c00 0x1F0020FF;memrw --32 0x23b040800 0x00000000;memrw --32 0x23b04081c 0x00000000;memrw --32 0x23c1002b4 0x0007008E;memrw --32 0x24144c000 0x00000000,,,,,{{production_mode}},dev_fuse_mode,,SOC_FrequencyCheck,5
BatteryCharger,BatteryChargeStatus_VBUS5V,Read,send cmd to reading out charger connected status,dut.diags,10000,charge --status,,,,,,,,BatteryCharger_BatteryChargeStatus_VBUS5V,100
BatteryCharger,BrickConnectStatus_VBUS5V,Connected,parsing charger connected status,dut.parse,10000,charge --status,,,1,1,,,,BatteryCharger_BrickConnectStatus_VBUS5V,100
PMU,Button_Sera_HoldKey_PullDown,Hold_Button_test,hold button test,defaultgpio.button,10000,button -h --time 2000,,,,,,,,PMU_Button_Sera_PullDown,5
PMU,Button_Sera_VolumeUp_PullDown,VolUp_Button_test,volume up button test,defaultgpio.button,10000,button -u --time 2000,,,,,,,,PMU_Button_Sera_PullDown,5
PMU,Button_Sera_VolumeDown_PullDown,VolDn_Button_test,volume down button test,defaultgpio.button,10000,button -d --time 2000,,,,,,,,PMU_Button_Sera_PullDown,5
BatteryCharger,BatteryTemperatureSense_Normal,Delay_1000MS,delay 100ms,delay.delay,10000,1000,,ms,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Normal,Blank,volume down button test,dut.blank,10000,,,,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Normal,NTC_10K,connected battery NTC to 10K,relay.relay,10000,BATT_NTC,TO_10K_NORMAL,,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Normal,Delay_100MS,delay 100ms,delay.delay,10000,100,,ms,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Normal,Read_POTOMAC_TBAT,reading TBAT,dut.diags_parse,10000,pmuadc --sel potomac --read tbat,,C,15,35,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Normal,Read_NTC_Status_flag,reading TBAT OK by Reg 0x1420 bit 1,dut.diags_parse,10000,i2c -z 2 -d 0x07 0x75 0x1420 1,<<Read_NTC_Status_Normal_diag>>,,0x00,0x00,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Hot,NTC_3K3,connected battery NTC to 3.3K,relay.relay,10000,BATT_NTC,TO_3K3_HOT,,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Hot,Delay_100MS_1,delay 100ms,delay.delay,10000,100,,ms,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Hot,Read_POTOMAC_TBAT,reading TBAT,dut.diags_parse,10000,pmuadc --sel potomac --read tbat,,C,50,80,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Hot,Read_NTC_Status_flag,reading TBAT high or low exceeded by Reg 0x1420 bit 1,dut.diags_parse,10000,i2c -z 2 -d 0x07 0x75 0x1420 1,<<Read_NTC_Status_Hot_diag>>,,0x02,0x02,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Cold,NTC_33K,connected battery NTC to 33K,relay.relay,10000,BATT_NTC,TO_33K_COLD,,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Cold,Delay_100MS_2,delay 100ms,delay.delay,10000,100,,ms,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Cold,Read_POTOMAC_TBAT,reading TBAT,dut.diags_parse,10000,pmuadc --sel potomac --read tbat,,C,-10,10,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Cold,Read_NTC_Status_flag,reading TBAT high or low exceeded by Reg 0x1420 bit 1,dut.diags_parse,10000,i2c -z 2 -d 0x07 0x75 0x1420 1,<<Read_NTC_Status_Cold_diag>>,,0x02,0x02,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Cold,BATT_NTC_Dis,battery NTC disconnected,relay.relay,10000,BATT_NTC,FLOAT,,,,,,,BatteryCharger_Battery_Temperature_Sense,100
BatteryCharger,BatteryTemperatureSense_Normal,Reconnect_NTC_10K,battery NTC connected,relay.relay,10000,BATT_NTC,TO_10K_NORMAL,,,,,,,BatteryCharger_Battery_Temperature_Sense,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,Disconnect_VBUS,disconnected VBUS power from DUT,relay.relay,10000,VBUS_OUTPUT_CTL,OFF,,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,CC_Disconn,disconnected VDM_CC from DUT,relay.relay,10000,VDM_CC1,DISCONNECT,,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,DELAY_1500MS,delay 1500ms,delay.delay,10000,1500,,ms,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,Measure,measure Power current with wifi/bt off,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,40,130,,,3,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,WiFi_Power_On,wifi power on,dut.diags_parse,10000,wifi --on,NOPDCA,,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,Bluetooth_Power_On,bluetooth power on,dut.diags_parse,10000,bluetooth --on,NOPDCA,,--PASS--NOPDCA--OK,--PASS--NOPDCA--OK,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,WiFi_Firmware_Load,wifi firmware load,dut.diags_parse,10000,wifi --load_firmware,NOPDCA,,--PASS--NOPDCA--Firmware boot complete,--PASS--NOPDCA--Firmware boot complete,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,Bluetooth_Firmware_Load,bluetooth firmware load,dut.diags_parse,10000,bluetooth --load_firmware,NOPDCA,,--PASS--NOPDCA--BT FW load complete,--PASS--NOPDCA--BT FW load complete,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,Delay_100MS,delay 100ms,delay.delay,10000,100,,ms,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,Measure,measure Power current with wifi/bt on,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,80,180,,,3,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOn_BBOff,WiFi_Module_Revision,get the wifi module revision,dut.diags_parse,10000,wifi --properties,<<WiFi_Module_Revision>>,,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIOn_BTOff_BBOn,WiFi_Host_Wake_Test,wifi host wake test,dut.diags_parse,10000,wifi --test_host_wake,NOPDCA,,--PASS--NOPDCA--Passed,--PASS--NOPDCA--Passed,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOn,Turn_on_BB,turn on baseband,dut.diags_parse,10000,baseband --on,OK,,,,{{Board}},--PASS--NOPDCA--B,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOn,Delay_100MS,delay 100ms,delay.delay,10000,100,,ms,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOn,Measure,measure Power current with wifi/bt/bb on,currenttrim.read_ibatt,10000,BATT_CURRENT_BIG,,mA,170,400,{{Board}},--PASS--NOPDCA--B,3,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIOn_BTOff_BBOn,Bluetooth_Off,turn off bluetooth,dut.diags,10000,bluetooth --off,OK,,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTOff_BBOn,Wifi_Off,turn off wifi,dut.diags,10000,wifi --off,OK,,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS_WIFIBTBBOff,Baseband_Off,turn off baseband,dut.diags,10000,baseband --off,OK,,,,{{Board}},--PASS--NOPDCA--B,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,TOUCH_ON,,dut.diags_parse,10000,touch --on,NOPDCA,,,,,,,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,Baseline_BATT_CURRENT,Check touch on baseline Power current,currenttrim.dmm_delta,10000,BATT_CURRENT_BIG,Baseline_current,mA,-9e30,250,,,3,Power_CurrentCheck_Battery,100
Power,CurrentCheck_Battery_VBAT4V3_NoVBUS,TOUCH_LOAD_FIRMWARE,,dut.diags_parse,10000,touch --load_firmware,NOPDCA,,,,,,,Power_CurrentCheck_Battery,100
